"transferor_name","transferor_regno","transferor_subno","transferee_name","transferee_regno","transferee_subno","date_vesting_declaration","date_property_transferred","date_merger_registered"
"The Salmon and Trout Association Charitable Trust","1001501",0,"Salmon & Trout Association Limited","1123285",0,"","2010-08-16","2010-08-26"
"The Salters Company Charity for the Relief of Need","244092",0,"The Salters' Charities","328258",0,"","2010-06-30","2010-06-30"
"The Salvation Army (Defence Services) Trust","215175",0,"The Salvation Army Social Work Trust","215174",0,"","2000-03-03","2010-08-24"
"The Sandhurst Foundation","1136598",0,"Sanhurst Trust","1154476",0,"","2013-12-31","2014-04-17"
"The Scott Trust Foundation","1027893",0,"The Guardian Foundation","1153865",0,"","2014-09-30","2017-02-23"
"The Scriptural Knowledge Institution for Home and Abroad","202652",0,"The George Muller Charitable Trust","1066832",0,"","2009-04-15","2009-04-15"
"The Second (2001) Kenya Regiment Trust","1088617",0,"ABF The Soldiers' Charity","1146420",0,"","2013-11-28","2013-11-28"
"The Second Sidbury Trust","239432",0,"Eleanor Hamilton Educational Trust","309997",0,"2015-03-11","2015-11-16","2015-12-16"
"The Shell-Mex And B P Pensioners Benevolence Association","286548",0,"The Shell Pensioners Benevolent Association","262049",0,"","2014-04-12","2014-12-18"
"The Shipwrights Company Educational Trust","313249",0,"The Shipwrights Charitable Fund","262043",0,"","2013-04-30","2014-02-18"
"The Sid Vale Association","262514",0,"The Sid Vale Association CIO","1154749",0,"2014-05-19","2014-04-06","2014-08-15"
"The Silcoates School Foundation","529281",0,"Silcoates School","1158796",0,"2015-02-01","2015-02-01","2016-07-19"
"The Silk Heritage Trust Endowed Charity","253395",0,"The Silk Heritage Trust","519521",0,"2008-09-28","2008-10-12","2008-12-15"
"The Sir Simon Milton Foundation","1149166",0,"The Sir Simon Milton Foundation","1174405",0,"","2017-12-31","2018-12-05"
"The Sisters of the Christian Retreate","232567",0,"Sisters of the Christian Retreat","1174120",0,"","2018-02-13","2018-04-06"
"The Society for Mucoploysaccharide Diseases","287034",0,"The Society for Mucopolysaccharide Diseases","1143472",0,"","2011-10-31","2012-01-24"
"The Society of Schoolmasters And Schoolmistresses","206693",0,"Teaching Staff Trust","1168445",0,"","2018-07-31","2018-06-10"
"The Somerset And Dorset Railway Trust","265098",0,"The Somerset And Dorset Railway Trust Ltd","1158865",0,"","2015-01-03","2015-04-03"
"The South Shore Lodge Trust","301220",0,"Brownsea Island Scout & Guide Heritage Trust","1146810",0,"","2013-01-03","2014-08-26"
"The Southbourne Evangelical Church","","","Southbourne Evangelical Church Bournemouth CIO","1161706",0,"2015-09-22","2015-09-22","2016-06-01"
"Southbourne Evangelical Church Bournemouth","1146887",0,"Southbourne Evangelical Church Bournemouth CIO","1161706",0,"2015-09-22","2015-09-22","2016-06-01"
"The Southcote Christian Mission","240417",0,"Southcote Christian Mission","1156292",0,"2014-03-31","2014-03-31","2014-07-17"
"The Southern Steam Trust","275124",0,"The Swanage Railway Trust","1087318",0,"","2011-09-30","2011-03-10"
"The Southern Theological Education and Training Scheme Trust","1059977",0,"The Sarum College Trust","309501",0,"","2015-01-02","2015-03-20"
"The Spectacle Maker' Company's Education and Examination Fund","313784",0,"The WCSM Education Trust","1135045",0,"","2010-03-31","2010-06-04"
"The St Albans Diocean Committee for Social Responsibility","291355",0,"The St Albans Diocesan Board of Finance","248887",0,"","2011-09-30","2012-02-14"
"The St Hugh's College Oxford Association of Senior Members Charitable Trust","900539",0,"The Principal and Fellows of St Hugh's College in the University of Oxford","1139717",0,"2010-10-26","2011-03-31","2011-05-16"
"The St Pauls Road Peterborough Charitable Trust","293005",0,"Central Hardship and Relief Fund","801465",0,"","2009-09-30","2009-09-30"
"The Stansted Park Foundation","287942",0,"Stansted Park Foundation","1101251",0,"","2004-01-10","2008-06-02"
"The Stathern Chapel Close Trust","269010",0,"Braithwaite Gospel Trust","263644",0,"2016-11-28","2016-11-28","2017-03-31"
"The Stonewall Iris Trust","802664",0,"Stonewall Equality Limited","1101255",0,"","2008-08-14","2008-08-14"
"The Stredwick Trust","1057659",0,"Garden House Trust","1056988",0,"","2010-10-12","2010-12-22"
"The Students' Catherine Forrester Paton Memorial Fund","226168","7","OMF International (UK)","1086040",0,"","2009-01-07","2009-05-11"
"The Sussex Branch Of The Campaign To Protect Rural England","265028",0,"Campaign To Protect Rural England, Sussex Branch CIO","1156568",0,"","2014-06-30","2015-04-09"
"The Sussex Diocesan Association For The Deaf","259713",0,"Sussex Deaf Association","1166507",0,"2016-07-25","2016-09-23","2016-10-31"
"The Swire Educational Trust","328366",0,"The Swire Charitable Trust","270726",0,"2015-12-31","2015-12-31","2016-07-01"
"The Tailwaggers Club Trust","265069",0,"Dogs Trust","227523",0,"","2016-06-29","2016-07-19"
"The Tarner Home Charity","212693",0,"The Martlets Hospice Limited","802145",0,"","2009-12-24","2010-01-15"
"The Temple Roberts Memorial Prize Fund","1125485","11","The Merchant Taylors' Schools Crosby","1125485",0,"","2009-04-29","2009-05-18"
"The TFM Cash Challenge Appeal","1065727",0,"The TFM Cash Challenge Appeal","1123113",0,"","2008-03-31","2008-08-04"
"The TFM Cash Challenge Appeal","1123113",0,"Bauer Radio's Cash for Kids Charities","1122062",0,"","2010-03-31","2010-04-29"
"The Theatre Royal, Bristol","1030885",0,"The Bristol Old Vic Trust Limited","228235",0,"","2010-06-21","2010-08-07"
"The Theberton Relief in Need Charity","211201",0,"Theberton and Eastbridge Community Council","268194",0,"2010-07-05","2010-06-24","2011-02-15"
"The Thomas Scanlan Trust","274376",0,"The Thomas Scanlan Trust","1162867",0,"2016-08-17","2016-01-09","2018-02-27"
"The Three Faiths Forum","1092465",0,"The Faith & Belief Forum","1173369",0,"2017-12-09","2018-01-08","2018-10-20"
"The Tolkien Trust","273615",0,"The Tolkien Trust","1150801",0,"2013-12-04","2013-12-04","2013-09-05"
"The Town Church Sevenoaks Trust","293892",0,"Hope Church Sevenoaks","1145667",0,"","2012-04-30","2012-05-30"
"The Translation Trust","326789",0,"The Translation Trust","1113712",0,"","2006-10-03","2015-11-13"
"The Tree Of Hope Children's Charity","1043092",0,"Tree Of Hope","1149254",0,"","2012-01-11","2012-11-20"
"The Tregargus Trust","1084350",0,"Tregargus Trust CIO","1165277",0,"2016-03-15","2016-03-15","2016-03-31"
"The Trust Association of the Student Christian Movement of Great Britain","241897",0,"The Student Christian Movement","1125640",0,"","2009-04-30","2009-04-30"
"The Trustees Of The Meeting Of Christian Brethren","1019333",0,"Ark Community Church Sutton Coldfield","1161799",0,"","2017-08-31","2018-03-20"
"The Tuxford Memorial Hall","522314",0,"Tuxford Mine of Information Ltd","1080236",0,"2012-11-20","2012-12-31","2013-11-06"
"The Tyneside Leukaemia Research Association","202047",0,"Newcastle Healthcare Charity And Other Related Charities","502473",0,"","2013-05-13","2015-03-30"
"The Undentable Trust","1133612",0,"Scotty's Little Soldiers","1136854",0,"2016-01-31","2016-05-12","2016-08-12"
"The University College Hospital, London, Nurses' League, Dora Finch And Barbara Yule Benevolent Fund Trust","1089178",0,"UCH London Nurses' Charity","1161883",0,"","2015-03-12","2016-06-14"
"THE UNIVERSITY HOSPITALS BRISTOL GENERAL CHARITY","229945","1","Bristol General Hospital General Charity","229945","8","","2012-03-01","2012-03-29"
"The Vicky Clement Jones Trust","290526",0,"Macmillan Cancer Trust","261017",0,"","2011-06-15","2011-06-16"
"The Victorian Society","210707",0,"The Victorian Society","1081435",0,"","2001-01-01","2008-03-27"
"The Victorian Society","210707",0,"The Victorian Society","1081435",0,"","2001-01-01","2010-08-23"
"The Village Hall Ditchling","305205",0,"Ditchling Village Hall","1175123",0,"2018-01-02","2018-01-02","2018-12-05"
"The Vine Christian Fellowship (N E Lincs)","1052110",0,"City Church (Great Grimsby and North East Lincolnshire)","1131978",0,"","2009-12-31","2010-01-02"
"The Vocations (England) Fund Of The Discalced Carmelites","313661",0,"Carmelite Provincial Fund","284525",0,"","2016-03-31","2018-12-02"
"The Voice (Kent)","1119658",0,"King's Church Medway","1152477",0,"","2013-01-07","2013-11-26"
"The W J Guy Memorial Trust","231849",0,"Sandbourne Housing Association","","","2016-08-23","2017-01-13","2017-01-18"
"The Waddesdon Trust","202026",0,"The Rothschild Foundation -","1138145",0,"","2012-01-03","2012-09-21"
"The Wallingford Sports Trust","291142",0,"The Wallingford Sports Trust","1171574",0,"2017-01-04","2017-01-04","2017-10-23"
"The Warrior Association","290996",0,"Warrior Preservation Trust Limited","256756",0,"2015-05-02","2015-07-31","2015-09-16"
"The Watling Trust","293407",0,"Central Hardship and Relief Fund","801465",0,"","2010-05-04","2010-05-04"
"The Watlington Memorial Club","271000",0,"The Watlington Club CIO","1160610",0,"2016-01-25","2016-01-25","2016-10-02"
"The Wavell Wakefield Rugby Union Youth Trust","290210",0,"Wavell Wakefield and Middlesex Sports Foundation","1119091",0,"","2007-06-30","2008-05-30"
"The Waverley Trust","1010505",0,"Central Hardship and Relief Trust (CHART)","801465",0,"","2009-05-29","2009-05-29"
"The Wellspring Community Church (Peterbrorough) Trust","1085007",0,"Elim Foursquare Gospel Alliance","251549",0,"2010-03-25","2010-03-25","2010-09-07"
"The West Wilts Portage Service","1108737",0,"Wiltshire Portage","1156717",0,"","2015-03-31","2015-11-25"
"The Westminster Abbey Trust","265550",0,"Garfield Weston Trust For Westminster Abbey","268963",0,"","2012-07-29","2015-03-27"
"The Widows' Fund: An Association Establish For The Benefit Of Widows And Orphans Of Protestant Dissenting Ministers And Of Ministers Themselves , Auxiliary Benevolent Fund , Reverend Benjamin Walker Fund","248657",0,"Ministers' Pension Fund","235410",0,"2016-04-28","2016-06-05","2016-08-07"
"The Wilderness Foundation UK","1005826",0,"Wilderness Foundation UK","1118493",0,"","2009-09-29","2009-11-27"
"The William Brooker Travelling Scholarship Fund","1015220",0,"Wimbledon School of Art Trust","803093",0,"","2013-02-28","2013-02-28"
"The Willow Tree Centre, Bristol","1100805",0,"The Willow Tree Centre","1143460",0,"","2011-09-30","2011-12-22"
"The Wiltshire Society","309531",0,"The Community Foundation for Wiltshite & Swindon","123126",0,"","2010-03-30","2010-07-14"
"The Winchester Theatre Fund","269970",0,"Winchester Theatre Trust","1099252",0,"","2007-06-07","2010-10-26"
"The Wine Trade Foundation","266121",0,"The Wine Trade Sports Club Foundation","1146874",0,"","2012-04-13","2013-03-05"
"The Wokingham District Cancer Care Trust","1005833",0,"Sue Ryder","1052076",0,"","2017-09-29","2018-01-19"
"The Worshipful Company Of Carmen Benevolent Trust","1050893",0,"The Worshipful Company Of Carmen Benevolent Trust","1164687",0,"2016-01-06","2016-01-06","2016-07-27"
"The Worshipful Company Of Fruiterers Fruit Culture Trust","282665",0,"The Fruiterers' Foundation","1170544",0,"","2017-11-23","2018-01-29"
"The Fruiterers Charitable Trust","265061",0,"The Fruiterers' Foundation","1170544",0,"","2017-11-23","2018-01-29"
"The Worshipful Company of Insurers Charitable Trust Fund","279959",0,"The Worshipful Company Of Insurers Charitable Trust Fund","1175425",0,"2018-03-31","2018-03-31","2018-04-20"
"The Worshipful Company Of Insurers Second Charitable Trust Fund","288397",0,"The Worshipful Company Of Insurers Charitable Trust Fund","1175425",0,"2018-03-31","2018-03-31","2018-04-20"
"The Worstead Day Care Centre At Meeting Hill","1085666",0,"Aylsham And District Care Trust","296411",0,"","2016-01-10","2018-06-10"
"The Worthing And District Animal Rescue Service","257843",0,"Wadars","1149884",0,"","2016-01-20","2016-08-12"
"The Yarner Trust","281518",0,"The Gaia Trust (CIO)","1156047",0,"","2015-02-19","2015-09-23"
"The York Hospital Broadcasting Service","258700",0,"York Hospital Radio","1172587",0,"","2018-07-03","2018-04-16"
"The Youell Foundation LTD","239900",0,"Heart Of England Community Foundation","1117345",0,"","2010-07-21","2012-11-30"
"The Young Men's Christian Association Anglia Region Trust Fund","1046248",0,"Young Men's Christian Association Central Region Trust Fund","1021110",0,"2015-12-01","2013-03-31","2015-01-16"
"Thefaithworks","1052562",0,"Audacious City Church","1129633",0,"","2009-09-30","2009-11-19"
"TheHorseCourse","1141654",0,"TheHorseCourse","1170553",0,"2017-01-19","2017-03-31","2018-09-22"
"Thomas Arneway's Loan Charity","208537",0,"Thomas Arneway's Loan Charity","1171764",0,"","2017-10-12","2018-12-05"
"Thomas Benet","204379",0,"The Community Foundation For Wiltshire & Swindon","1123126",0,"","2013-09-27","2013-04-10"
"Thomas Charitable Trust","326516",0,"The Community Foundation For Wiltshire & Swindon","1123126",0,"","2017-01-26","2017-01-30"
"Thomas Christie Almshouse And Relief In Need Charity","810317",0,"Thomas Christies Almshouse & Relief In Need Charity","1128679",0,"2009-05-13","2009-05-13","2009-07-23"
"Thomas Gifford's Charity","264536",0,"The Thomas Gifford Trust","1155669",0,"2015-12-06","2015-12-06","2016-11-01"
"Thomas Noble","212422",0,"The Charity of Ann Dimsdale","207390",0,"","2009-07-07","2010-04-05"
"Thompson Prize Fund","1125485","19","The Merchant Taylors' Schools Crosby","1125485",0,"","2009-04-29","2009-05-18"
"Thornthwaite-cum-Braithwaite Victory Memorial","520375",0,"Braithwaite Institute","1162041",0,"2015-03-09","2015-03-09","2016-06-01"
"Thornton Heath Darby And Joan Club Limited","216590",0,"Age Uk Croydon","1081013",0,"","2011-11-23","2012-11-29"
"Thorpe Camp Preservation Group","1020259",0,"Thorpe Camp Preservation Group Limited","1154931",0,"2013-12-16","2014-01-01","2014-08-01"
"Thursley Village Hall","234162",0,"Thursley Village Hall CIO","1167105",0,"2016-06-30","2016-04-07","2016-12-07"
"Tiddlywinks Pre-School (West Bessacarr)","1019796",0,"Tiddlywinks Pre-School (Bessacarr) Ltd","1138043",0,"","2010-01-09","2011-12-01"
"Tiny Tots Playgroup (Longlevens)","1056718",0,"PATA (UK)","1124222",0,"","2016-01-09","2016-07-10"
"Elmbridge Under Fives","1138211",0,"PATA (UK)","1124222",0,"","2016-01-09","2016-07-10"
"Penguins Pre-School Centre","1105898",0,"PATA (UK)","1124222",0,"","2016-01-09","2016-07-10"
"TLC Counselling Services","1101274",0,"Empathy","1118894",0,"","2012-04-26","2012-05-18"
"Toddington Childcare","801125",0,"Toddington Childcare","1092562",0,"","2008-04-17","2010-11-22"
"Tom Kerfoot Memorial Fund","","","The Mission to Seafarers","212432",0,"","2009-06-04","2009-07-04"
"Ton Pentre And District Recreation Association","524258",0,"Ton Pentre And District Recreation Association CIO","1157358",0,"2014-09-24","2014-09-24","2016-01-02"
"Tonbridge & Malling Citizens Advice Bureau","1117352",0,"Citizens Advice In North & West Kent","1082979",0,"2015-04-30","2015-04-30","2015-12-12"
"Sevenoaks And Swanley Citizens Advice Bureau Ltd","1110484",0,"Citizens Advice In North & West Kent","1082979",0,"2015-04-30","2015-04-30","2015-12-12"
"Torbay Churches Homeless Trust","1037301",0,"The Langley House Trust","290059",0,"","2005-09-30","2011-12-01"
"Torquay Charities","215537",0,"Roslin Hall Endowment House Torquay","207040",0,"","2016-10-17","2017-03-22"
"Annie Toll Bequest","201197",0,"Roslin Hall Endowment House Torquay","207040",0,"","2016-10-17","2017-03-22"
"Tower Hamlets Victims Support Scheme","294641",0,"Victim Support","298028",0,"2008-01-04","2008-03-31","2009-06-16"
"Tower Hamlets Women's Aid","1067915",0,"Refuge","277424",0,"","2008-11-14","2008-03-11"
"Town Estate Educational Foundation","311205",0,"The Loddon Town Estate","209135",0,"","2016-09-16","2017-06-19"
"Town Land","258168",0,"Poor's Allotment","258167",0,"2013-08-14","2013-08-14","2012-08-14"
"Town Lands","248326",0,"Fuel Allotment","212775",0,"2013-08-31","2013-08-31","2013-02-09"
"Bressingham Allotments Charity","270722",0,"Fuel Allotment","212775",0,"2013-08-31","2013-08-31","2013-02-09"
"Townsend Children's Project","1157615",0,"Townsend Youth Partnership","1093213",0,"2017-12-12","2017-12-12","2018-09-03"
"Toxteth Citizens Advice Bureau","1130624",0,"South Liverpool Citizens Advice Bureau","1088400",0,"","2011-01-11","2012-11-09"
"Toybox (Gatacre Road) Pre-School Group  The Woodford Foundation","1026778",0,"Toybox (Gatacre Road) Pre-School Group Limited","1142859",0,"","2010-08-10","2013-10-10"
